dataset,scenario,scenario_variant,method,method_label,aggregation_method,reward_policy,beta,gamma,delta,mad_threshold,cosine_threshold,direction_min_norm_z,min_honest_ratio,fallback_hard_z,suspicion_decay,suspicion_threshold,low_quality_z_threshold,low_quality_suspicion,zero_data_suspicion,anomaly_suspicion,authenticity_suspicion,low_authenticity_threshold,dirichlet_alpha,attack_type,attack_label,n_runs,run_ids,seed_count,seeds,num_clients,num_rounds,local_epochs,batch_size,learning_rate,client_fraction,data_split,data_imbalance,persistent_clients,n_rows,rounds_observed,max_round,final_accuracy,peak_accuracy,convergence_round,final_loss,min_loss,mean_reward,reward_std,reward_cv,mean_reputation,n_clients,has_attack,reward_leakage,reward_ratio,eii,false_positive_detection_count,attack_detected_count,false_positive_quarantine_count,attack_reward_block_count,data_commitment_anomaly_count,low_quality_outlier_count,suspicion_quarantine_count,malicious_rows,honest_rows,false_positive_detection_rate,attack_detection_rate,false_positive_quarantine_rate,attack_reward_block_rate,data_commitment_anomaly_rate,low_quality_outlier_rate,suspicion_quarantine_rate,false_positive_count,false_positive_rate,reward_eligible_honest_rows,honest_reward_starvation_count,honest_reward_starvation_rate,fdr,jain,gini,fairness_gap,reward_alignment_corr,fairness_gap_alignment
mnist,K1,K1,csra_dcd+csra,CSRA-DCD + CSRAReward,csra_dcd,csra,0.5,0.3,0.2,3.0,-0.8,0.0,0.5,6.0,0.6,1.0,2.0,0.5,1.0,0.8,1.0,1.5,0.0,label_noise,attack,1,mnist_K1_csra_dcd_csra_b50g30d20_s42_label_noise_20260612_000748,1,42,3,1,1,16,0.01,1.0,K1,lognormal,False,3,1,1,0.9311000000000001,0.9311000000000001,1,0.535262,0.535262,0.24881104499999998,0.20050352898906304,0.8058465772219123,0.5,3,True,0.50237791,0.4952666907667178,-2.2424661950033276,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,0.0,0.7548911171287964,0.28490978967593666,0.27576156433745086,1.0,0.28416082389279423
