dataset,scenario,scenario_variant,method,method_label,aggregation_method,reward_policy,beta,gamma,delta,mad_threshold,cosine_threshold,direction_min_norm_z,min_honest_ratio,fallback_hard_z,suspicion_decay,suspicion_threshold,low_quality_z_threshold,low_quality_suspicion,zero_data_suspicion,anomaly_suspicion,authenticity_suspicion,low_authenticity_threshold,dirichlet_alpha,attack_type,attack_label,round_num,jain,gini,reward_variance,reward_quality_corr,fairness_gap
mnist,K1,K1,csra_dcd+csra,CSRA-DCD + CSRAReward,csra_dcd,csra,0.5,0.3,0.2,3.0,-0.8,0.0,0.5,6.0,0.6,1.0,2.0,0.5,1.0,0.8,1.2,1.7,0.0,stealth_free_rider,attack,1,0.826207911500735,0.22383385333333314,0.023372121940104084,0.9755016022015897,0.055516576152789564
