dataset,scenario,scenario_variant,method,method_label,aggregation_method,reward_policy,beta,gamma,delta,mad_threshold,cosine_threshold,direction_min_norm_z,min_honest_ratio,fallback_hard_z,suspicion_decay,suspicion_threshold,low_quality_z_threshold,low_quality_suspicion,zero_data_suspicion,anomaly_suspicion,authenticity_suspicion,low_authenticity_threshold,dirichlet_alpha,attack_type,attack_label,n_runs,n_rows,rounds_observed,max_round,final_accuracy,peak_accuracy,convergence_round,mean_reward,reward_std,reward_cv,mean_reputation,n_clients,has_attack,reward_leakage,reward_ratio,eii,false_positive_detection_count,attack_detected_count,false_positive_quarantine_count,attack_reward_block_count,data_commitment_anomaly_count,low_quality_outlier_count,suspicion_quarantine_count,malicious_rows,honest_rows,false_positive_detection_rate,attack_detection_rate,false_positive_quarantine_rate,attack_reward_block_rate,data_commitment_anomaly_rate,low_quality_outlier_rate,suspicion_quarantine_rate,false_positive_count,false_positive_rate,fdr,jain,gini,fairness_gap
mnist,K1,K1,csra_dcd+csra,CSRA-DCD + CSRAReward,csra_dcd,csra,0.5,0.3,0.2,3.0,-0.8,0.0,0.5,6.0,0.6,1.0,2.0,0.5,1.0,0.8,1.2,1.7,0.0,stealth_free_rider,attack,2,10,1,1,0.9413,0.9413,1,0.3333333333333333,0.18723830513587794,0.5617149154059488,0.5,5,True,0.0,inf,0.4030515155634158,0,4,0,4,0,0,0,4,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.8262079115007347,0.22383385333333314,0.11103315229407146
