dataset,scenario,scenario_variant,method,method_label,aggregation_method,reward_policy,beta,gamma,delta,mad_threshold,cosine_threshold,direction_min_norm_z,min_honest_ratio,fallback_hard_z,suspicion_decay,suspicion_threshold,low_quality_z_threshold,low_quality_suspicion,zero_data_suspicion,anomaly_suspicion,authenticity_suspicion,low_authenticity_threshold,high_update_norm_z_threshold,inefficient_update_suspicion,dirichlet_alpha,attack_type,attack_label,n_runs,run_ids,seed_count,seeds,num_clients,num_rounds,local_epochs,batch_size,learning_rate,client_fraction,data_split,data_imbalance,persistent_clients,n_rows,rounds_observed,max_round,final_accuracy,peak_accuracy,convergence_round,final_loss,min_loss,mean_reward,reward_std,reward_cv,mean_reputation,n_clients,has_attack,reward_leakage,reward_ratio,eii,false_positive_detection_count,attack_detected_count,false_positive_quarantine_count,attack_reward_block_count,data_commitment_anomaly_count,low_quality_outlier_count,inefficient_update_count,suspicion_quarantine_count,malicious_rows,honest_rows,false_positive_detection_rate,attack_detection_rate,false_positive_quarantine_rate,attack_reward_block_rate,data_commitment_anomaly_rate,low_quality_outlier_rate,inefficient_update_rate,suspicion_quarantine_rate,false_positive_count,false_positive_rate,reward_eligible_honest_rows,honest_reward_starvation_count,honest_reward_starvation_rate,fdr,jain,gini,fairness_gap,reward_alignment_corr,fairness_gap_alignment
mnist,K3,K3 (dirichlet=0.1),csra_dcd+csra,CSRA-DCD + CSRAReward,csra_dcd,csra,0.5,0.3,0.2,3.0,-0.8,0.0,0.5,6.0,0.6,1.0,2.0,0.5,1.0,0.8,1.0,1.5,4.0,1.0,0.1,clean,clean,1,mnist_K3_da010_csra_dcd_csra_b50g30d20_s42_clean_20260612_002346,1,42,5,1,1,16,0.01,1.0,K3,lognormal,False,5,1,1,0.5297,0.5297,1,1.498811,1.498811,0.2,0.08948494522128177,0.44742472610417167,0.5,5,False,0.0,,,0,0,0,0,0,0,0,0,0,5,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0.0,5,0,0.0,,0.8619566819683359,0.21493613600000003,0.05538544851939209,0.9262266655186986,0.061122131435260615
