dataset,scenario,scenario_variant,method,method_label,aggregation_method,reward_policy,beta,gamma,delta,mad_threshold,cosine_threshold,direction_min_norm_z,min_honest_ratio,fallback_hard_z,suspicion_decay,suspicion_threshold,low_quality_z_threshold,low_quality_suspicion,zero_data_suspicion,anomaly_suspicion,authenticity_suspicion,low_authenticity_threshold,high_update_norm_z_threshold,inefficient_update_suspicion,dirichlet_alpha,attack_type,attack_label,round_num,jain,gini,reward_variance,reward_quality_corr,fairness_gap,reward_alignment_corr,fairness_gap_alignment,alignment_signal
mnist,K3,K3 (dirichlet=0.1),csra_dcd+csra,CSRA-DCD + CSRAReward,csra_dcd,csra,0.5,0.3,0.2,3.0,-0.8,0.0,0.5,6.0,0.6,1.0,2.0,0.5,1.0,0.8,1.0,1.5,4.0,1.0,0.1,clean,clean,1,0.8619566819683359,0.21493613600000003,0.006406044337004639,0.5996313083211264,0.05538544851939209,0.9262266655186986,0.061122131435260615,cosine_to_reference
